type,date,unix_start,unix_end,day,start,end,category,project,task,subtask,amount,amount_decimal,rate,sum,rounding_minutes,rounding_method,note
timed,12/15/16,1481828160,1481846880,Thursday,12:56 PM,6:08 PM,,ECD-Network,SkinIO,,05:12,5.20,,,1,NEAREST,
timed,12/16/16,1481898180,1481912640,Friday,8:23 AM,12:24 PM,,ECD-Network,SkinIO,,04:01,4.02,,,1,NEAREST,
timed,12/16/16,1481914020,1481931960,Friday,12:47 PM,5:46 PM,,ECD-Network,SkinIO,,04:59,4.98,,,1,NEAREST,
timed,12/17/16,1482005760,1482015600,Saturday,2:16 PM,5:00 PM,,Uplink ,Version 1,,02:44,2.73,,,1,NEAREST,
timed,12/19/16,1482153420,1482155040,Monday,7:17 AM,7:44 AM,,Uplink ,Version 1,,00:27,0.45,,,1,NEAREST,
timed,12/19/16,1482159720,1482172440,Monday,9:02 AM,12:34 PM,,ECD-Network,SkinIO,,03:32,3.53,,,1,NEAREST,
timed,12/19/16,1482174000,1482189060,Monday,1:00 PM,5:11 PM,,ECD-Network,SkinIO,,04:11,4.18,,,1,NEAREST,
timed,12/20/16,1482237420,1482241980,Tuesday,6:37 AM,7:53 AM,,Uplink ,Version 1,,01:16,1.27,,,1,NEAREST,
timed,12/20/16,1482246540,1482257640,Tuesday,9:09 AM,12:14 PM,,ECD-Network,SkinIO,,03:05,3.08,,,1,NEAREST,
timed,12/20/16,1482260760,1482284580,Tuesday,1:06 PM,7:43 PM,,ECD-Network,SkinIO,,06:37,6.62,,,1,NEAREST,
timed,12/21/16,1482322500,1482325200,Wednesday,6:15 AM,7:00 AM,,Uplink ,Version 1,,00:45,0.75,,,1,NEAREST,
timed,12/21/16,1482335760,1482347580,Wednesday,9:56 AM,1:13 PM,,ECD-Network,SkinIO,,03:17,3.28,,,1,NEAREST,
timed,12/22/16,1482417900,1482421500,Thursday,8:45 AM,9:45 AM,,ECD-Network,SkinIO,,01:00,1.00,,,1,NEAREST,
timed,12/22/16,1482421500,1482426000,Thursday,9:45 AM,11:00 AM,,Uplink ,Version 1,,01:15,1.25,,,1,NEAREST,
timed,12/23/16,1482504720,1482509160,Friday,8:52 AM,10:06 AM,,Uplink ,Version 1,,01:14,1.23,,,1,NEAREST,
timed,12/26/16,1482765000,1482769080,Monday,9:10 AM,10:18 AM,,Uplink ,Version 1,,01:08,1.13,,,1,NEAREST,
timed,12/28/16,1482937620,1482950520,Wednesday,9:07 AM,12:42 PM,,ECD-Network,SkinIO,,03:35,3.58,,,1,NEAREST,
timed,12/28/16,1482952260,1482969000,Wednesday,1:11 PM,5:50 PM,,ECD-Network,SkinIO,,04:39,4.65,,,1,NEAREST,
timed,12/29/16,1483015800,1483021320,Thursday,6:50 AM,8:22 AM,,Uplink ,Version 1,,01:32,1.53,,,1,NEAREST,
timed,12/29/16,1483023600,1483035300,Thursday,9:00 AM,12:15 PM,,ECD-Network,SkinIO,,03:15,3.25,,,1,NEAREST,
timed,12/29/16,1483037340,1483052880,Thursday,12:49 PM,5:08 PM,,ECD-Network,SkinIO,,04:19,4.32,,,1,NEAREST,
timed,12/30/16,1483107720,1483122120,Friday,8:22 AM,12:22 PM,,ECD-Network,SkinIO,,04:00,4.00,,,1,NEAREST,
timed,12/30/16,1483123920,1483141260,Friday,12:52 PM,5:41 PM,,ECD-Network,SkinIO,,04:49,4.82,,,1,NEAREST,
timed,12/31/16,1483201200,1483211820,Saturday,10:20 AM,1:17 PM,,Uplink ,Version 1,,02:57,2.95,,,1,NEAREST,
timed,12/31/16,1483212180,1483212480,Saturday,1:23 PM,1:28 PM,,Uplink ,Version 1,,00:05,0.08,,,1,NEAREST,
