type,date,unix_start,unix_end,day,start,end,category,project,task,subtask,amount,amount_decimal,rate,sum,rounding_minutes,rounding_method,note
timed,1/18/17,1484752500,1484764200,Wednesday,9:15 AM,12:30 PM,,ECD-Network,SkinIO,,03:15,3.25,,,1,NEAREST,
timed,1/18/17,1484764800,1484785140,Wednesday,12:40 PM,6:19 PM,,ECD-Network,SkinIO,,05:39,5.65,,,1,NEAREST,
timed,1/19/17,1484832000,1484833440,Thursday,7:20 AM,7:44 AM,,Uplink ,Version 1,,00:24,0.40,,,1,NEAREST,
timed,1/19/17,1484836620,1484850300,Thursday,8:37 AM,12:25 PM,,ECD-Network,SkinIO,,03:48,3.80,,,1,NEAREST,
timed,1/19/17,1484852640,1484868540,Thursday,1:04 PM,5:29 PM,,ECD-Network,SkinIO,,04:25,4.42,,,1,NEAREST,
timed,1/19/17,1484876340,1484882520,Thursday,7:39 PM,9:22 PM,,Uplink ,Version 1,,01:43,1.72,,,1,NEAREST,
timed,1/20/17,1484922480,1484935500,Friday,8:28 AM,12:05 PM,,ECD-Network,SkinIO,,03:37,3.62,,,1,NEAREST,
timed,1/20/17,1484936940,1484954040,Friday,12:29 PM,5:14 PM,,ECD-Network,SkinIO,,04:45,4.75,,,1,NEAREST,
timed,1/21/17,1485029820,1485031500,Saturday,2:17 PM,2:45 PM,,Trumpet,Practice,,00:28,0.47,,,1,NEAREST,
timed,1/23/17,1485179700,1485180360,Monday,7:55 AM,8:06 AM,,Uplink ,Version 1,,00:11,0.18,,,1,NEAREST,
timed,1/23/17,1485184200,1485194760,Monday,9:10 AM,12:06 PM,,ECD-Network,SkinIO,,02:56,2.93,,,1,NEAREST,
timed,1/23/17,1485197220,1485215280,Monday,12:47 PM,5:48 PM,,ECD-Network,SkinIO,,05:01,5.02,,,1,NEAREST,
timed,1/23/17,1485226800,1485233580,Monday,9:00 PM,10:53 PM,,Uplink ,Version 1,,01:53,1.88,,,1,NEAREST,
timed,1/24/17,1485263400,1485265980,Tuesday,7:10 AM,7:53 AM,,Uplink ,Version 1,,00:43,0.72,,,1,NEAREST,
timed,1/24/17,1485269940,1485281880,Tuesday,8:59 AM,12:18 PM,,ECD-Network,SkinIO,,03:19,3.32,,,1,NEAREST,
timed,1/24/17,1485283080,1485307200,Tuesday,12:38 PM,7:20 PM,,ECD-Network,SkinIO,,06:42,6.70,,,1,NEAREST,
timed,1/25/17,1485357180,1485387180,Wednesday,9:13 AM,5:33 PM,,ECD-Network,SkinIO,,08:20,8.33,,,1,NEAREST,
timed,1/26/17,1485437100,1485474300,Thursday,7:25 AM,5:45 PM,,ECD-Network,SkinIO,,10:20,10.33,,,1,NEAREST,
timed,1/27/17,1485527100,1485541560,Friday,8:25 AM,12:26 PM,,ECD-Network,SkinIO,,04:01,4.02,,,1,NEAREST,
timed,1/27/17,1485543240,1485561060,Friday,12:54 PM,5:51 PM,,ECD-Network,SkinIO,,04:57,4.95,,,1,NEAREST,
timed,1/30/17,1485788520,1485799680,Monday,9:02 AM,12:08 PM,,ECD-Network,SkinIO,,03:06,3.10,,,1,NEAREST,
timed,1/30/17,1485801120,1485820500,Monday,12:32 PM,5:55 PM,,ECD-Network,SkinIO,,05:23,5.38,,,1,NEAREST,
timed,1/31/17,1485875220,1485886260,Tuesday,9:07 AM,12:11 PM,,ECD-Network,SkinIO,,03:04,3.07,,,1,NEAREST,
timed,1/31/17,1485888000,1485907440,Tuesday,12:40 PM,6:04 PM,,ECD-Network,SkinIO,,05:24,5.40,,,1,NEAREST,
timed,2/1/17,1485956880,1485958020,Wednesday,7:48 AM,8:07 AM,,Alexandria,Alexandria,,00:19,0.32,,,1,NEAREST,
timed,2/1/17,1485962040,1485976860,Wednesday,9:14 AM,1:21 PM,,ECD-Network,SkinIO,,04:07,4.12,,,1,NEAREST,
timed,2/1/17,1485978660,1485991920,Wednesday,1:51 PM,5:32 PM,,ECD-Network,SkinIO,,03:41,3.68,,,1,NEAREST,
timed,2/2/17,1486041840,1486044240,Thursday,7:24 AM,8:04 AM,,Uplink ,Version 1,,00:40,0.67,,,1,NEAREST,
timed,2/2/17,1486048200,1486059180,Thursday,9:10 AM,12:13 PM,,ECD-Network,SkinIO,,03:03,3.05,,,1,NEAREST,
timed,2/2/17,1486060560,1486079760,Thursday,12:36 PM,5:56 PM,,ECD-Network,SkinIO,,05:20,5.33,,,1,NEAREST,
timed,2/3/17,1486132320,1486165260,Friday,8:32 AM,5:41 PM,,ECD-Network,SkinIO,,09:09,9.15,,,1,NEAREST,
timed,2/4/17,1486219440,1486220100,Saturday,8:44 AM,8:55 AM,,ECD-Network,SkinIO,,00:11,0.18,,,1,NEAREST,
timed,2/6/17,1486393920,1486404900,Monday,9:12 AM,12:15 PM,,ECD-Network,SkinIO,,03:03,3.05,,,1,NEAREST,
timed,2/6/17,1486406100,1486422900,Monday,12:35 PM,5:15 PM,,ECD-Network,SkinIO,,04:40,4.67,,,1,NEAREST,
timed,2/6/17,1486436880,1486443420,Monday,9:08 PM,10:57 PM,,Uplink ,Version 1,,01:49,1.82,,,1,NEAREST,
timed,2/7/17,1486475280,1486476900,Tuesday,7:48 AM,8:15 AM,,Uplink ,Version 1,,00:27,0.45,,,1,NEAREST,
timed,2/7/17,1486479660,1486490700,Tuesday,9:01 AM,12:05 PM,,ECD-Network,SkinIO,,03:04,3.07,,,1,NEAREST,
timed,2/7/17,1486492560,1486513860,Tuesday,12:36 PM,6:31 PM,,ECD-Network,SkinIO,,05:55,5.92,,,1,NEAREST,
timed,2/8/17,1486559460,1486562280,Wednesday,7:11 AM,7:58 AM,,Uplink ,Version 1,,00:47,0.78,,,1,NEAREST,
timed,2/8/17,1486566120,1486578660,Wednesday,9:02 AM,12:31 PM,,ECD-Network,SkinIO,,03:29,3.48,,,1,NEAREST,
timed,2/8/17,1486580460,1486596900,Wednesday,1:01 PM,5:35 PM,,ECD-Network,SkinIO,,04:34,4.57,,,1,NEAREST,
timed,2/9/17,1486649700,1486682580,Thursday,8:15 AM,5:23 PM,,ECD-Network,SkinIO,,09:08,9.13,,,1,NEAREST,
timed,2/10/17,1486736940,1486750980,Friday,8:29 AM,12:23 PM,,ECD-Network,SkinIO,,03:54,3.90,,,1,NEAREST,
timed,2/10/17,1486752060,1486770540,Friday,12:41 PM,5:49 PM,,ECD-Network,SkinIO,,05:08,5.13,,,1,NEAREST,
timed,2/11/17,1486793100,1486794600,Saturday,12:05 AM,12:30 AM,,ECD-Network,SkinIO,,00:25,0.42,,,1,NEAREST,
timed,2/13/17,1486996740,1487008620,Monday,8:39 AM,11:57 AM,,ECD-Network,SkinIO,,03:18,3.30,,,1,NEAREST,
timed,2/13/17,1487009640,1487030520,Monday,12:14 PM,6:02 PM,,ECD-Network,SkinIO,,05:48,5.80,,,1,NEAREST,
timed,2/14/17,1487076540,1487080440,Tuesday,6:49 AM,7:54 AM,,Uplink ,Version 1,,01:05,1.08,,,1,NEAREST,
timed,2/14/17,1487084580,1487095860,Tuesday,9:03 AM,12:11 PM,,ECD-Network,SkinIO,,03:08,3.13,,,1,NEAREST,
timed,2/14/17,1487098140,1487113740,Tuesday,12:49 PM,5:09 PM,,ECD-Network,SkinIO,,04:20,4.33,,,1,NEAREST,
timed,2/15/17,1487171280,1487183340,Wednesday,9:08 AM,12:29 PM,,ECD-Network,SkinIO,,03:21,3.35,,,1,NEAREST,
timed,2/15/17,1487184960,1487203200,Wednesday,12:56 PM,6:00 PM,,ECD-Network,SkinIO,,05:04,5.07,,,1,NEAREST,
timed,2/15/17,1487215620,1487218800,Wednesday,9:27 PM,10:20 PM,,Uplink ,Version 1,,00:53,0.88,,,1,NEAREST,
timed,2/16/17,1487248440,1487253900,Thursday,6:34 AM,8:05 AM,,Uplink ,Version 1,,01:31,1.52,,,1,NEAREST,
timed,2/16/17,1487257620,1487270220,Thursday,9:07 AM,12:37 PM,,ECD-Network,SkinIO,,03:30,3.50,,,1,NEAREST,
timed,2/16/17,1487271420,1487293740,Thursday,12:57 PM,7:09 PM,,ECD-Network,SkinIO,,06:12,6.20,,,1,NEAREST,
timed,2/17/17,1487341380,1487357100,Friday,8:23 AM,12:45 PM,,ECD-Network,SkinIO,,04:22,4.37,,,1,NEAREST,
timed,2/17/17,1487358840,1487375640,Friday,1:14 PM,5:54 PM,,ECD-Network,SkinIO,,04:40,4.67,,,1,NEAREST,
timed,2/20/17,1487606700,1487640960,Monday,10:05 AM,7:36 PM,,ECD-Network,SkinIO,,09:31,9.52,,,1,NEAREST,
timed,2/21/17,1487683500,1487686980,Tuesday,7:25 AM,8:23 AM,,Uplink ,Version 1,,00:58,0.97,,,1,NEAREST,
timed,2/21/17,1487689500,1487700480,Tuesday,9:05 AM,12:08 PM,,ECD-Network,SkinIO,,03:03,3.05,,,1,NEAREST,
timed,2/21/17,1487703420,1487721000,Tuesday,12:57 PM,5:50 PM,,ECD-Network,SkinIO,,04:53,4.88,,,1,NEAREST,
timed,2/22/17,1487769900,1487772120,Wednesday,7:25 AM,8:02 AM,,Uplink ,Version 1,,00:37,0.62,,,1,NEAREST,
timed,2/22/17,1487775900,1487786100,Wednesday,9:05 AM,11:55 AM,,ECD-Network,SkinIO,,02:50,2.83,,,1,NEAREST,
timed,2/22/17,1487789520,1487804700,Wednesday,12:52 PM,5:05 PM,,ECD-Network,SkinIO,,04:13,4.22,,,1,NEAREST,
timed,2/23/17,1487858760,1487859780,Thursday,8:06 AM,8:23 AM,,Uplink ,Version 1,,00:17,0.28,,,1,NEAREST,
timed,2/23/17,1487862360,1487873460,Thursday,9:06 AM,12:11 PM,,ECD-Network,SkinIO,,03:05,3.08,,,1,NEAREST,
timed,2/23/17,1487874960,1487893860,Thursday,12:36 PM,5:51 PM,,ECD-Network,SkinIO,,05:15,5.25,,,1,NEAREST,
timed,2/24/17,1487945880,1487960580,Friday,8:18 AM,12:23 PM,,ECD-Network,SkinIO,,04:05,4.08,,,1,NEAREST,
timed,2/24/17,1487963100,1487979060,Friday,1:05 PM,5:31 PM,,ECD-Network,SkinIO,,04:26,4.43,,,1,NEAREST,
timed,2/27/17,1488208200,1488218340,Monday,9:10 AM,11:59 AM,,ECD-Network,SkinIO,,02:49,2.82,,,1,NEAREST,
timed,2/27/17,1488219900,1488239700,Monday,12:25 PM,5:55 PM,,ECD-Network,SkinIO,,05:30,5.50,,,1,NEAREST,
timed,2/28/17,1488287400,1488289560,Tuesday,7:10 AM,7:46 AM,,Uplink ,Version 1,,00:36,0.60,,,1,NEAREST,
timed,2/28/17,1488290340,1488291600,Tuesday,7:59 AM,8:20 AM,,Uplink ,Version 1,,00:21,0.35,,,1,NEAREST,
timed,2/28/17,1488294780,1488304620,Tuesday,9:13 AM,11:57 AM,,ECD-Network,SkinIO,,02:44,2.73,,,1,NEAREST,
timed,2/28/17,1488306120,1488324000,Tuesday,12:22 PM,5:20 PM,,ECD-Network,SkinIO,,04:58,4.97,,,1,NEAREST,
timed,3/1/17,1488375120,1488377700,Wednesday,7:32 AM,8:15 AM,,Uplink ,Version 1,,00:43,0.72,,,1,NEAREST,
timed,3/1/17,1488381300,1488391080,Wednesday,9:15 AM,11:58 AM,,ECD-Network,SkinIO,,02:43,2.72,,,1,NEAREST,
timed,3/1/17,1488393240,1488410400,Wednesday,12:34 PM,5:20 PM,,ECD-Network,SkinIO,,04:46,4.77,,,1,NEAREST,
timed,3/2/17,1488462300,1488464340,Thursday,7:45 AM,8:19 AM,,Uplink ,Version 1,,00:34,0.57,,,1,NEAREST,
timed,3/2/17,1488468000,1488479040,Thursday,9:20 AM,12:24 PM,,ECD-Network,SkinIO,,03:04,3.07,,,1,NEAREST,
timed,3/2/17,1488480300,1488497460,Thursday,12:45 PM,5:31 PM,,ECD-Network,SkinIO,,04:46,4.77,,,1,NEAREST,
timed,3/3/17,1488550740,1488564660,Friday,8:19 AM,12:11 PM,,ECD-Network,SkinIO,,03:52,3.87,,,1,NEAREST,
timed,3/3/17,1488565680,1488585900,Friday,12:28 PM,6:05 PM,,ECD-Network,SkinIO,,05:37,5.62,,,1,NEAREST,
timed,3/4/17,1488649080,1488653640,Saturday,11:38 AM,12:54 PM,,Uplink ,Version 1,,01:16,1.27,,,1,NEAREST,
timed,3/5/17,1488726600,1488728040,Sunday,9:10 AM,9:34 AM,,Uplink ,Version 1,,00:24,0.40,,,1,NEAREST,
timed,3/5/17,1488748080,1488751200,Sunday,3:08 PM,4:00 PM,,Uplink ,Version 1,,00:52,0.87,,,1,NEAREST,
timed,3/5/17,1488754020,1488759600,Sunday,4:47 PM,6:20 PM,,Uplink ,Version 1,,01:33,1.55,,,1,NEAREST,
timed,3/6/17,1488803940,1488804720,Monday,6:39 AM,6:52 AM,,Uplink ,Version 1,,00:13,0.22,,,1,NEAREST,
timed,3/6/17,1488806340,1488810180,Monday,7:19 AM,8:23 AM,,Uplink ,Version 1,,01:04,1.07,,,1,NEAREST,
timed,3/6/17,1488812520,1488824880,Monday,9:02 AM,12:28 PM,,ECD-Network,SkinIO,,03:26,3.43,,,1,NEAREST,
timed,3/6/17,1488825900,1488843960,Monday,12:45 PM,5:46 PM,,ECD-Network,SkinIO,,05:01,5.02,,,1,NEAREST,
timed,3/7/17,1488896340,1488910560,Tuesday,8:19 AM,12:16 PM,,ECD-Network,SkinIO,,03:57,3.95,,,1,NEAREST,
timed,3/7/17,1488912540,1488931500,Tuesday,12:49 PM,6:05 PM,,ECD-Network,SkinIO,,05:16,5.27,,,1,NEAREST,
timed,3/7/17,1488944700,1488947400,Tuesday,9:45 PM,10:30 PM,,ECD-Network,SkinIO,,00:45,0.75,,,1,NEAREST,
timed,3/8/17,1488974580,1488978480,Wednesday,6:03 AM,7:08 AM,,ECD-Network,SkinIO,,01:05,1.08,,,1,NEAREST,
timed,3/8/17,1488984960,1488997620,Wednesday,8:56 AM,12:27 PM,,ECD-Network,SkinIO,,03:31,3.52,,,1,NEAREST,
timed,3/8/17,1488999120,1489016040,Wednesday,12:52 PM,5:34 PM,,ECD-Network,SkinIO,,04:42,4.70,,,1,NEAREST,
timed,3/9/17,1489070160,1489105740,Thursday,8:36 AM,6:29 PM,,ECD-Network,SkinIO,,09:53,9.88,,,1,NEAREST,
timed,3/10/17,1489155900,1489170960,Friday,8:25 AM,12:36 PM,,ECD-Network,SkinIO,,04:11,4.18,,,1,NEAREST,
timed,3/10/17,1489172700,1489188720,Friday,1:05 PM,5:32 PM,,ECD-Network,SkinIO,,04:27,4.45,,,1,NEAREST,
timed,3/12/17,1489348800,1489350600,Sunday,3:00 PM,3:30 PM,,Trumpet,Practice,,00:30,0.50,,,1,NEAREST,
timed,3/13/17,1489411080,1489411440,Monday,8:18 AM,8:24 AM,,Uplink ,Version 1,,00:06,0.10,,,1,NEAREST,
timed,3/13/17,1489414680,1489445040,Monday,9:18 AM,5:44 PM,,ECD-Network,SkinIO,,08:26,8.43,,,1,NEAREST,
timed,3/13/17,1489453200,1489454460,Monday,8:00 PM,8:21 PM,,Uplink ,Version 1,,00:21,0.35,,,1,NEAREST,
timed,3/14/17,1489499580,1489510500,Tuesday,8:53 AM,11:55 AM,,ECD-Network,SkinIO,,03:02,3.03,,,1,NEAREST,
timed,3/14/17,1489512660,1489534380,Tuesday,12:31 PM,6:33 PM,,ECD-Network,SkinIO,,06:02,6.03,,,1,NEAREST,
timed,3/15/17,1489586640,1489599180,Wednesday,9:04 AM,12:33 PM,,ECD-Network,SkinIO,,03:29,3.48,,,1,NEAREST,
timed,3/15/17,1489599660,1489619220,Wednesday,12:41 PM,6:07 PM,,ECD-Network,SkinIO,,05:26,5.43,,,1,NEAREST,
timed,3/16/17,1489673820,1489682880,Thursday,9:17 AM,11:48 AM,,ECD-Network,SkinIO,,02:31,2.52,,,1,NEAREST,
timed,3/16/17,1489684680,1489702200,Thursday,12:18 PM,5:10 PM,,ECD-Network,SkinIO,,04:52,4.87,,,1,NEAREST,
timed,3/17/17,1489756620,1489770720,Friday,8:17 AM,12:12 PM,,ECD-Network,SkinIO,,03:55,3.92,,,1,NEAREST,
timed,3/17/17,1489780320,1489788960,Friday,2:52 PM,5:16 PM,,ECD-Network,SkinIO,,02:24,2.40,,,1,NEAREST,
timed,3/18/17,1489846200,1489847640,Saturday,9:10 AM,9:34 AM,,ECD-Network,SkinIO,,00:24,0.40,,,1,NEAREST,
timed,3/18/17,1489847760,1489852740,Saturday,9:36 AM,10:59 AM,,ECD-Network,SkinIO,,01:23,1.38,,,1,NEAREST,
timed,3/20/17,1490019000,1490030280,Monday,9:10 AM,12:18 PM,,ECD-Network,SkinIO,,03:08,3.13,,,1,NEAREST,
timed,3/20/17,1490032080,1490051700,Monday,12:48 PM,6:15 PM,,ECD-Network,SkinIO,,05:27,5.45,,,1,NEAREST,
timed,3/21/17,1490104200,1490116080,Tuesday,8:50 AM,12:08 PM,,ECD-Network,SkinIO,,03:18,3.30,,,1,NEAREST,
timed,3/21/17,1490119680,1490137920,Tuesday,1:08 PM,6:12 PM,,ECD-Network,SkinIO,,05:04,5.07,,,1,NEAREST,
timed,3/21/17,1490141580,1490153280,Tuesday,7:13 PM,10:28 PM,,ECD-Network,SkinIO,,03:15,3.25,,,1,NEAREST,
timed,3/22/17,1490184540,1490187780,Wednesday,7:09 AM,8:03 AM,,ECD-Network,SkinIO,,00:54,0.90,,,1,NEAREST,
timed,3/22/17,1490192160,1490202600,Wednesday,9:16 AM,12:10 PM,,ECD-Network,SkinIO,,02:54,2.90,,,1,NEAREST,
timed,3/22/17,1490204040,1490224560,Wednesday,12:34 PM,6:16 PM,,ECD-Network,SkinIO,,05:42,5.70,,,1,NEAREST,
timed,3/23/17,1490276340,1490288460,Thursday,8:39 AM,12:01 PM,,ECD-Network,SkinIO,,03:22,3.37,,,1,NEAREST,
timed,3/23/17,1490290980,1490307900,Thursday,12:43 PM,5:25 PM,,ECD-Network,SkinIO,,04:42,4.70,,,1,NEAREST,
timed,3/24/17,1490361540,1490375760,Friday,8:19 AM,12:16 PM,,ECD-Network,SkinIO,,03:57,3.95,,,1,NEAREST,
timed,3/24/17,1490377680,1490395080,Friday,12:48 PM,5:38 PM,,ECD-Network,SkinIO,,04:50,4.83,,,1,NEAREST,
timed,3/25/17,1490453280,1490463120,Saturday,9:48 AM,12:32 PM,,ECD-Network,SkinIO,,02:44,2.73,,,1,NEAREST,
timed,3/27/17,1490623140,1490633100,Monday,8:59 AM,11:45 AM,,ECD-Network,SkinIO,,02:46,2.77,,,1,NEAREST,
timed,3/27/17,1490635140,1490654400,Monday,12:19 PM,5:40 PM,,ECD-Network,SkinIO,,05:21,5.35,,,1,NEAREST,
timed,3/28/17,1490710860,1490721480,Tuesday,9:21 AM,12:18 PM,,ECD-Network,SkinIO,,02:57,2.95,,,1,NEAREST,
timed,3/28/17,1490722980,1490740980,Tuesday,12:43 PM,5:43 PM,,ECD-Network,SkinIO,,05:00,5.00,,,1,NEAREST,
timed,3/29/17,1490794980,1490807520,Wednesday,8:43 AM,12:12 PM,,ECD-Network,SkinIO,,03:29,3.48,,,1,NEAREST,
timed,3/29/17,1490809260,1490826360,Wednesday,12:41 PM,5:26 PM,,ECD-Network,SkinIO,,04:45,4.75,,,1,NEAREST,
timed,3/29/17,1490837280,1490848800,Wednesday,8:28 PM,11:40 PM,,ECD-Network,SkinIO,,03:12,3.20,,,1,NEAREST,
timed,3/30/17,1490878980,1490893020,Thursday,8:03 AM,11:57 AM,,ECD-Network,SkinIO,,03:54,3.90,,,1,NEAREST,
timed,3/30/17,1490894460,1490914740,Thursday,12:21 PM,5:59 PM,,ECD-Network,SkinIO,,05:38,5.63,,,1,NEAREST,
timed,3/31/17,1490967900,1490980920,Friday,8:45 AM,12:22 PM,,ECD-Network,SkinIO,,03:37,3.62,,,1,NEAREST,
timed,3/31/17,1490983140,1491001020,Friday,12:59 PM,5:57 PM,,ECD-Network,SkinIO,,04:58,4.97,,,1,NEAREST,
timed,4/3/17,1491229500,1491240840,Monday,9:25 AM,12:34 PM,,ECD-Network,SkinIO,,03:09,3.15,,,1,NEAREST,
timed,4/3/17,1491242340,1491260880,Monday,12:59 PM,6:08 PM,,ECD-Network,SkinIO,,05:09,5.15,,,1,NEAREST,
timed,4/4/17,1491312000,1491325620,Tuesday,8:20 AM,12:07 PM,,ECD-Network,SkinIO,,03:47,3.78,,,1,NEAREST,
timed,4/4/17,1491327420,1491346200,Tuesday,12:37 PM,5:50 PM,,ECD-Network,SkinIO,,05:13,5.22,,,1,NEAREST,
timed,4/4/17,1491357600,1491360240,Tuesday,9:00 PM,9:44 PM,,ECD-Network,SkinIO,,00:44,0.73,,,1,NEAREST,
timed,4/4/17,1491362160,1491364020,Tuesday,10:16 PM,10:47 PM,,ECD-Network,SkinIO,,00:31,0.52,,,1,NEAREST,
timed,4/5/17,1491398940,1491414120,Wednesday,8:29 AM,12:42 PM,,ECD-Network,SkinIO,,04:13,4.22,,,1,NEAREST,
timed,4/5/17,1491415320,1491434280,Wednesday,1:02 PM,6:18 PM,,ECD-Network,SkinIO,,05:16,5.27,,,1,NEAREST,
timed,4/6/17,1491485520,1491514140,Thursday,8:32 AM,4:29 PM,,ECD-Network,SkinIO,,07:57,7.95,,,1,NEAREST,
timed,4/6/17,1491519000,1491521700,Thursday,5:50 PM,6:35 PM,,ECD-Network,SkinIO,,00:45,0.75,,,1,NEAREST,
timed,4/7/17,1491571260,1491583560,Friday,8:21 AM,11:46 AM,,ECD-Network,SkinIO,,03:25,3.42,,,1,NEAREST,
timed,4/7/17,1491586860,1491603960,Friday,12:41 PM,5:26 PM,,ECD-Network,SkinIO,,04:45,4.75,,,1,NEAREST,
timed,4/10/17,1491831300,1491865260,Monday,8:35 AM,6:01 PM,,ECD-Network,SkinIO,,09:26,9.43,,,1,NEAREST,
timed,4/11/17,1491916440,1491931260,Tuesday,8:14 AM,12:21 PM,,ECD-Network,SkinIO,,04:07,4.12,,,1,NEAREST,
timed,4/11/17,1491933420,1491949800,Tuesday,12:57 PM,5:30 PM,,ECD-Network,SkinIO,,04:33,4.55,,,1,NEAREST,
timed,4/12/17,1492004460,1492016940,Wednesday,8:41 AM,12:09 PM,,ECD-Network,SkinIO,,03:28,3.47,,,1,NEAREST,
timed,4/12/17,1492018080,1492044240,Wednesday,12:28 PM,7:44 PM,,ECD-Network,SkinIO,,07:16,7.27,,,1,NEAREST,
timed,4/13/17,1492091640,1492102740,Thursday,8:54 AM,11:59 AM,,ECD-Network,SkinIO,,03:05,3.08,,,1,NEAREST,
timed,4/13/17,1492104780,1492121220,Thursday,12:33 PM,5:07 PM,,ECD-Network,SkinIO,,04:34,4.57,,,1,NEAREST,
timed,4/14/17,1492176000,1492191420,Friday,8:20 AM,12:37 PM,,ECD-Network,SkinIO,,04:17,4.28,,,1,NEAREST,
timed,4/14/17,1492193520,1492211400,Friday,1:12 PM,6:10 PM,,ECD-Network,SkinIO,,04:58,4.97,,,1,NEAREST,
timed,4/17/17,1492436880,1492450260,Monday,8:48 AM,12:31 PM,,ECD-Network,SkinIO,,03:43,3.72,,,1,NEAREST,
timed,4/17/17,1492451340,1492458660,Monday,12:49 PM,2:51 PM,,ECD-Network,SkinIO,,02:02,2.03,,,1,NEAREST,
timed,4/17/17,1492459980,1492467420,Monday,3:13 PM,5:17 PM,,ECD-Network,SkinIO,,02:04,2.07,,,1,NEAREST,
timed,4/18/17,1492523640,1492534980,Tuesday,8:54 AM,12:03 PM,,ECD-Network,SkinIO,,03:09,3.15,,,1,NEAREST,
